Absolute Magnitude,Epoch Date Close Approach,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Eccentricity,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Mean Anomaly,Hazardous,Est Dia in M(avg),Jupiter Tisserand Invariant and Mean Motion,Epoch Osculation and Perihelion Time,Semi Major Axis and Orbital Period,Semi Major Axis and Aphelion Dist,Orbital Period and Aphelion Dist
24.0,799916400000,10.8435350851,46063436.0,3,0.0666464,0.2473747528584077,7.028450269921951,204.1993482802674,0.7038679313112967,23.65247194162792,247.60414775645,0,68.16204581375,5.853520213118606,0.9999580420157553,0.0028310358899336385,0.8016836942614569,283.17680362584485
21.494,799916400000,15.6786970401,29137866.0,5,0.0739088,0.3838850579102436,10.8683759590036,100.3027572519904,0.5385227928357914,257.1689856660798,38.2553300025332,0,216.14371757015,5.551685978182045,1.0000129040203094,0.0029284000065907725,0.722603365275195,246.7570562931551
17.4,800521200000,36.9027872256,46238112.0,0,0.0508661,0.5639780444598699,53.82827282376167,38.98727038019353,0.7515233037332082,114.9699500537067,325.3972971861633,0,1424.1069858973501,8.219210311331707,0.9999676807639742,0.0020853767454418227,0.6393951651318461,306.6089456159056
22.1,800521200000,15.7970850712,27445294.0,0,0.0549144,0.1538369907726766,31.0424516089619,49.31999676585112,0.9797020432957112,246.8332902517551,267.2300401028926,0,163.50935932570002,6.690487861145238,0.9999522953650665,0.002544377720825651,0.8666735492076236,340.62299088454046
21.6,800521200000,20.2894533769,30440984.0,0,0.0812573,0.4765100329390353,5.80092536793395,191.2587796617734,0.6561782958283874,147.9375112842552,281.3684518532314,0,205.84608752135,7.133520275256548,0.9999544528452788,0.002445371373092417,0.6772727429487705,276.9610989975282
20.5,800521200000,19.8548506193,22393042.0,1,0.117551,0.526542700061064,20.13021458154914,38.78160579508243,0.424378214626492,334.98067422639,27.86736522773487,0,341.6194717976,5.568963017504935,1.000009761633646,0.002891781273233407,0.6550750266992194,226.52993598189943
21.0,800521200000,24.7182552115,51248596.0,2,0.00215466,0.5332462604352894,7.502275135786705,74.49124208498932,0.7718690780629323,250.7422433155759,153.2259944718528,1,271.35799198045004,8.829077040027075,1.000134520533408,0.0021289901626914526,0.6522109499331827,306.3475639120205
22.2,800521200000,11.3966022742,34981784.0,1,0.0499383,0.4988696932157258,10.78773208277203,16.98040476322838,0.5514073407690427,125.9795009921141,165.1195034118488,0,156.15022590115,6.4548766540706195,1.0000786736522862,0.002610000770466516,0.6671694040691202,255.620385870564
20.6,801126000000,15.4554198905,16406984.0,7,0.0947896,0.4908497989594158,22.1301664250267,72.21757892144072,0.8460297131710548,100.3153715205702,170.8032501941032,0,326.2440628073,8.788537652476371,1.0001510376515719,0.002123888556277886,0.6707583827009138,315.8161857025199
24.4,801126000000,14.6851764215,57902824.0,0,0.021176,0.1896829317424602,5.565071112894867,215.9032878169585,0.9996136278037018,323.5602403844879,121.6788610599896,0,56.6947202721,7.187076065903718,1.000068821598419,0.002464977630392939,0.8405600965757805,341.0011053292146
18.8,801126000000,19.5361708097,51898464.0,2,0.0613713,0.591282535960133,28.17732240810394,95.203000551295,0.9276200658506738,158.5215330934825,189.5306371002728,0,747.38197039275,11.212118714785014,0.9997594661340827,0.0018173061796314754,0.628423914296671,345.7996904099598
25.8,801126000000,4.8238986328,60106416.0,6,0.00120536,0.3500664333192877,0.6544971567741348,214.1302323153935,0.887767715737998,119.6465718765472,313.2636057069759,0,29.75381215555,7.724472279858114,0.999969203500266,0.0023425365887118133,0.7407042907817428,316.19753320013854
24.3,802594800000,11.5082485302,3868730.5,7,0.0222117,0.202625295607249,20.00369553323626,256.4453282720152,0.9996331192123424,38.56656343615317,285.6728098139616,0,59.366660120649996,7.19777782607902,0.9999569364086774,0.0024451892735393,0.8315141912053864,340.0612787744678
19.6,802594800000,18.3327339774,53124212.0,0,0.0142281,0.2348032024240591,27.42819291107595,91.3017276853694,0.9083322391102432,58.2930682841533,349.2002761211894,1,517.0619942241,6.833989057121855,0.9999942341037571,0.0025128454621087407,0.8098456483080754,322.28231322608497
26.2,802594800000,7.9263615697,24354582.0,6,0.00634687,0.1197566329200361,6.507326870768589,242.5828956419752,0.9916838936130462,318.5163366159038,301.1588142652097,0,24.7481430032,6.717786501595474,0.9999709571983055,0.0025793859142622375,0.8930511957694401,346.2262823222685
20.8,802594800000,19.6672789686,54831432.0,1,0.113249,0.2991539178730141,21.03334897898406,87.57392832159935,0.6396741452705902,23.61692199702258,278.3844048313936,0,297.5381215558,5.703715012153314,0.9999706249526711,0.0028657183151506588,0.7697317355877348,268.5999288619084
19.6,802594800000,18.3327075668,53124064.0,0,0.014981,0.2347705612442139,27.42934756970816,91.29622833768234,0.9083854271018824,58.30311252249622,141.6139706740252,1,517.0619942241,6.83415202528451,1.0000756085010338,0.002512825488059699,0.8098670565909446,322.2933946026991
20.616,802594800000,17.4813559273,48423144.0,5,0.317486,0.4054789391223797,29.97955176309085,280.3174924693282,0.6317460700053416,202.1321893156033,194.9409036905404,0,323.849042135,6.237011512830702,0.999925375064444,0.002655913464837724,0.7115012343226058,267.89322910642284
17.5,803199600000,16.1254927357,45024036.0,0,0.0636542,0.5484018822965251,3.246143241153584,213.2863017826745,1.041709745961739,98.0395632854609,112.3129187151667,0,1360.0116132333,11.968258169119338,1.0001624449154185,0.001802620356009307,0.6458271663405896,358.2713155255499
22.0,803199600000,13.4752350082,9816599.0,7,0.0589302,0.30977234666475,20.01862819566331,268.0963340337385,0.7939214495671685,70.135953631271,318.6663283583578,0,171.21531802344998,6.713708273902939,0.9999789531757461,0.0025527541025079587,0.7634914590664819,299.08539107483483
23.0,803199600000,4.3317191588,14103325.0,5,0.0949569,0.2318209307064729,7.096661497807136,253.4295183007643,1.104939298815686,18.92836310165708,309.8889442894267,0,108.0295623944,8.109090588264104,0.9999643182668819,0.002282777576610508,0.8118063064787192,355.62216608246945
21.5,803199600000,16.9382989689,46137780.0,4,0.0738937,0.5261474187914922,4.440911302351275,237.8567752670393,1.024458882212282,78.24190434677628,348.3639762732325,0,215.54731474814997,11.288621007071145,0.9999847317645465,0.0018619839468409908,0.6552446950320623,351.9067369746871
16.5,803804400000,13.1145420116,6895954.0,0,0.0436453,0.3399797159866457,24.9272962782371,272.6928189515696,0.4971170038059509,156.6239373490321,204.1265053446825,1,2155.4731474815,5.011841776294337,0.99995794477408,0.003154647986752104,0.7462799533974188,236.56520680957433
20.2,803804400000,11.0655789028,73181936.0,0,0.0270542,0.4614920351674892,18.2835214315469,246.750955268562,0.5854347491409798,256.0421444347076,310.1782421031937,1,392.23163371830003,6.389806573943411,0.9999766894548038,0.0026257803275280935,0.6842322612352788,260.58244631584023
27.1,803804400000,12.5521761782,18219530.0,1,0.00108035,0.3884472788369994,5.059664077001305,166.1544806171286,0.5080340104651575,319.7961989090851,338.7787406603182,0,16.350935932549998,5.375218544624705,0.999993367602331,0.0030038077329511375,0.7202290034646662,239.77200523319314
27.2,803804400000,12.5265347443,55870700.0,7,0.00396247,0.3601241569688025,0.4952217100602064,323.4926064565487,0.5949216259896094,264.2658160994401,281.3559795432977,0,15.6150225901,5.807682821656688,0.9999708986530811,0.0028393540671350997,0.735226997385752,258.94163954254356
21.571,803804400000,12.8353276218,47410376.0,5,0.119136,0.294842973658921,6.801303325578496,56.16673208709447,1.056712065099482,259.3072848150319,19.03910493734082,0,208.6135996099,8.358824822353197,1.0000144169366623,0.002236485871419314,0.7722944174259493,345.31602783425467
18.7,805186800000,24.3634556187,67884888.0,0,0.00197078,0.4921266252859243,7.83911684920814,326.9024685776038,0.8608344830581066,233.0557394203598,36.11013318463239,1,782.60499749675,9.07665828239165,1.0000328930124531,0.002102904101869937,0.6701844086512281,318.69470797802387
20.6,805186800000,8.9531690586,20690156.0,0,0.0355235,0.4120948370750944,5.208499321631484,205.2425729545676,0.53725832544902,211.1301076969899,330.2984546084541,1,326.2440628073,5.720562135071601,0.9999892824749245,0.0028639381400097715,0.7081677333169234,247.27061085003297
18.1,805186800000,15.5946377133,57920168.0,0,0.243876,0.3929044048426266,19.80151512180682,90.671469731107,1.15783951534465,235.8207925627996,138.6044236764724,0,1031.67431157805,10.090550028750705,1.000150710470832,0.001982466833695549,0.7179243575677986,362.13688187131186
19.5,805186800000,31.6077353288,61771396.0,0,0.00803028,0.5374951507131843,38.50091552904151,124.7942812859417,0.8576976934647692,237.7160546006993,264.9401353771952,1,541.4303752642,9.208755160110217,0.999900917935953,0.002010446855378268,0.6504085554586228,323.5144235316022
18.7,805186800000,32.1814057516,35621844.0,0,0.22291,0.790756960368756,43.56115448362104,276.4541321668485,0.2227408180390012,160.10543676,18.81210234352095,0,782.60499749675,5.893763137368856,1.00000852860854,0.0026535494061624655,0.5584230703166322,210.44381876583097
18.7,805186800000,32.1814058882,35621840.0,0,0.22291,0.7907569689137183,43.56115504220871,276.4541314999233,0.2227408089804583,160.1054355754493,18.8121029128578,0,782.60499749675,5.893763138862596,1.0000085286088003,0.002653549405938289,0.5584230676520022,210.44381777943389
20.1,805791600000,18.5175254845,48037404.0,0,0.14088,0.2476966426679784,37.22407108829239,106.1303161194635,1.035508781059929,244.0632687260298,324.3908879648891,0,410.71694111505,7.494337815238363,0.9999762602220548,0.0023335718653947775,0.8014768701001524,343.45497646140166
20.1,805791600000,31.1285563305,71772336.0,1,0.00799405,0.6073127022277187,0.9209450537747632,317.3928578023471,0.6808684083377344,228.7276848309123,265.8872187409405,1,410.71694111505,9.075798670836262,0.9999113153317297,0.0020791863146243745,0.6221564718638822,299.2307459354747
20.2,805791600000,18.5175194475,48037648.0,0,0.141147,0.2476471761427561,37.22279206579987,106.1248590326738,1.035614874476747,244.0608253914646,208.5269511313089,0,392.23163371830003,7.494750376814802,0.9998990350669142,0.0023335290461010544,0.8015086469330335,343.4748962187651
19.7,805791600000,26.347867125,55637000.0,1,0.200346,0.4364161676008859,40.75589995690742,296.3182956877208,1.06830786254198,56.56054080211472,158.0760770160067,0,493.7903709975,9.447733188766383,1.0001703181451485,0.0019885321812226145,0.6961770707929361,350.09595387332564
16.7,806396400000,20.2917992454,60871124.0,0,0.256265,0.707411422929393,15.95128044364067,168.5299865401225,0.5899899877241765,167.1005289202966,255.4052559846539,0,1965.8148744437,9.956138802956323,0.9998763907285885,0.0019280040229017784,0.5856819197591566,303.77629548597366
17.9,806396400000,15.3422196651,66316588.0,0,0.0451383,0.2780787999190192,30.1225406141259,292.4757569846702,0.8587756107302781,84.2046886005298,308.879960955237,1,1131.20838816635,6.804360547708381,0.9999726234885369,0.002510190143481172,0.7824243701275397,311.69924404310706
23.7,806396400000,9.8307494523,48873616.0,6,0.0752783,0.222717159391895,13.08284558438967,359.7151698871408,0.7192703415881505,330.5650246556428,325.6108650727421,0,78.2604997497,5.801911064999542,0.999987364299259,0.002846066456592874,0.8178506307193225,287.36174758842424
20.3,806396400000,15.4140722175,72039488.0,2,0.0449381,0.2710734108752346,19.1976308267857,358.6587800949906,0.5482644200232192,347.4623459991788,296.4561445080394,1,374.57830220405003,5.035967470946593,0.9999828904141828,0.0031568099575027906,0.7867366207522356,249.21887327502836
20.7,807865200000,14.6993080325,44574208.0,0,0.143015,0.249441069304206,14.97551130247512,119.3113637536016,0.983258270673526,267.3785244832686,217.173539820518,0,311.56066121444996,7.471195093246287,0.999911608916112,0.0023919944490910306,0.8003578756674647,334.5985505825921
17.5,807865200000,21.255850666,45663968.0,0,0.0197173,0.5749602982938385,16.14284854240449,116.8191316160531,0.9510206394415868,139.3276943771838,226.7028231177015,1,1360.0116132333,11.396160170058412,0.9998158822714817,0.0018302960862218679,0.6349366400431203,346.90378503391145
20.3,807865200000,19.8486346,72342576.0,0,0.122189,0.2568069943428223,37.36069360524818,118.9617953672091,1.016350997198721,305.8884068834909,221.1766293872037,0,374.57830220405003,7.452560791034308,0.9999083674225875,0.002341156904979243,0.795667118739178,339.8606548099912
24.1,807865200000,9.509879717,5849801.5,6,0.00335624,0.4073193079080165,1.914256662040002,243.0519125356717,0.4920016594066053,213.6346689133144,312.2502959502082,0,65.09424840015001,5.3694089492221995,0.9999850927734539,0.0030048906961906065,0.7105707953985952,236.47142849468966
22.0,807865200000,16.0610662796,73313632.0,1,0.013789,0.5146651431643737,8.805309986974386,211.1157354680615,0.4397834901936297,44.6338158622501,238.5895014705892,1,171.21531802344998,5.643966926112438,0.9999567737475665,0.0028760925299837186,0.6602119316688326,229.5517007140831
27.8,807865200000,20.4844542549,66852456.0,6,0.00229906,0.2969169445501015,3.648952368735195,177.7237952656623,0.9057226527824724,54.57036918965708,330.3027265993828,0,11.845205970450001,7.399549310188753,0.9999820772085929,0.002412166456505612,0.7710593991405508,319.65430787788455
25.8,807865200000,19.5349282417,54720140.0,6,0.0041285,0.3142290572731071,27.79521315206508,334.3526039521191,0.8758297880552768,239.4568280891988,128.0888492709682,0,29.75381215555,7.1842993336738505,1.0000763166634472,0.0024225974559512883,0.7609023666505281,314.08534867454586
